FID,osm_id,amenity,name,operator,ref-FR-GendarmerieNationale,official_name,police-FR,seasonal,emergency,military,office,phone,contact-phone,emergency_phone,fax,contact-fax,email,contact-email,opening_hours,wheelchair,short_name,alt_name,old_name,operator-type,website,contact-website,url,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,addr-full,wikidata,wikipedia,description,source,note,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
police_point.9443517329,9443517329,police,Polizeiposten Beromünster,Luzerner Polizei,,,,,,,,+41 41 289 27 10,,,,,,,,,,LUPOL,,,,,,,10,Bahnhofstrasse,Beromünster,6215,,,,,,,8,2026-04-12T11:21:34Z,POINT (2656904.7947315387 1228830.5849979024),,node
police_point.9443524518,9443524518,police,Polizeiposten Escholzmatt,Luzerner Polizei,,,,,,,,+41 41 289 25 70,,,,,,,,,,LUPOL,,,,,,,,,,,,,,,,,7,2023-01-26T13:14:09Z,POINT (2637813.7219872465 1196034.4312384592),,node
police_point.9509520766,9509520766,police,Polizeiposten Kriens,Luzerner Polizei,,,,,,,,+41 41 289 25 00,,,,,,,,,,Lupol,,,,,,,16,Obernauerstrasse,Kriens,6010,,,,,,,3,2025-11-24T15:40:11Z,POINT (2663546.583910114 1209585.3106348298),,node
police_point.9509532940,9509532940,police,Verkehrspolizei Göschenen,Kantonspolizei Uri,,,,,,,,+41 41 886 81 81,,,,,,,,,,,,,,,,,,Gotthardstrasse,Göschenen,6487,,,,,,,2,2023-07-11T12:40:25Z,POINT (2688209.6413169215 1169048.186344221),,node
police_point.9512224394,9512224394,police,Polizeiposten Bahnhof Luzern,Luzerner Polizei,,,,,,,,+41 41 248 81 55,,,,,,,,,,Lupol,,,,,,,,Bahnhofplatz,Luzern,6003,,,,,,,3,2023-08-25T06:12:55Z,POINT (2666275.525331711 1211401.2028120868),,node
police_point.9512258814,9512258814,police,Polizeiposten Ruswil,Luzerner Polizei,,,,,,,,+41 41 289 27 30,,,,,,,,,,Lupol,,,,,,,5,Buebegass,Ruswil,6017,,,,,,,2,2023-01-17T11:39:32Z,POINT (2652199.923381549 1214882.4487711298),,node
police_point.9512291192,9512291192,police,Polizeiposten Pfaffnau,Luzerner Polizei,,,,,,,,+41 41 289 24 90,,,,,,,,,,Lupol,,,,,,,20,Dorfstrasse,Pfaffnau,6264,,,,,,,2,2022-02-16T23:26:20Z,POINT (2634867.346804599 1231021.4200963026),,node
police_point.9512387457,9512387457,police,Polizeiposten Schüpfheim,Luzerner Polizei,,,,,,,,+41 41 289 25 60,,,,,,,,,,Lupol,,,,,,,,,,,,,,,,,4,2022-03-08T09:17:19Z,POINT (2643766.6303322692 1199883.036159089),,node
police_point.9512403415,9512403415,police,Polizeiposten Weggis,Luzerner Polizei,,,,,,,,+41 41 289 25 20,,,,,,,,,,Lupol,,,,,,,58,Luzernerstrasse,Weggis,6353,,,,,,,1,2022-02-17T00:46:00Z,POINT (2674928.8044068962 1209793.3710003626),,node
police_point.9512408776,9512408776,police,Polizeiposten Wolhusen,Luzerner Polizei,,,,,,,,+41 41 289 27 50,,,,,,,,,,Lupol,,,,,,,,,,,,,,,,,3,2023-01-15T02:41:35Z,POINT (2648199.6134824147 1212283.5041050192),,node
police_point.9512424403,9512424403,police,Polizeiposten Sempach,Luzerner Polizei,,,,,,,,+41 41 289 27 90,,,,,,,"Mo, Th 13:00-17:00",,,Lupol,,,,,,,8,Stadtstrasse,Sempach,6204,,,,,,,3,2025-10-12T06:27:57Z,POINT (2657067.6076140637 1220901.948330517),,node
police_point.9512491961,9512491961,police,Kommando Kantonspolizei Appenzell Innerrhoden,Kantonspolizei Appenzell Innerrhoden,,,,,,,,+41 71 788 97 00,,,,,,,,,,,,,,,,,20,Unteres Ziel,Appenzell,9050,,,,,,,3,2023-07-24T13:42:04Z,POINT (2748989.611336831 1244541.2919694213),,node
police_point.9512518116,9512518116,police,Polizeiposten Bassersdorf,Kantonspolizei Zürich,,,,,,,,+41 44 838 30 20,,,,,,,,,,,,,,,,,6,Im Baumgarten,Bassersdorf,8303,,,,,,,1,2022-02-17T01:57:46Z,POINT (2689623.310050345 1254974.206550809),,node
police_point.9512519338,9512519338,police,Polizeiposten Gemeindepolizei Bassersdorf,Stadt Bassersdorf,,,,,,,,+41 44 838 86 30,,,,,polizei@bassersdorf.ch,,,,,KomPol Bassersdorf,,,https://www.bassersdorf.ch/,,,,1,Karl Hügin-Platz,Bassersdorf,8303,,,,,,,5,2023-11-11T09:14:57Z,POINT (2689801.533657408 1255424.6994023006),,node
police_point.9512585469,9512585469,police,Commando Police Cantonale,Police Cantonale Jurassienne,,,,,,,,+41 32 420 65 65,,,,,,,,,,,,,,,,,1,Les Prés Roses,Delémont,2800,,,,,,,2,2022-02-17T02:52:17Z,POINT (2591779.965957016 1245113.2010124284),,node
police_point.9512604473,9512604473,police,Polizeiposten Gemeindepolizei Dietlikon,Stadt Dietlikon,,,,,,,,+41 44 835 82 44,,,,,,,,,,KomPol Dietlikon,,,,,,,32,Hofwiesenstrasse,Dietlikon,8305,,,,,,,2,2022-07-07T10:58:40Z,POINT (2689201.14773578 1253187.9587368215),,node
police_point.9515184090,9515184090,police,Kommando Kantonspolizei Fribourg,Kantonspolizei Fribourg,,,,,,,,+41 26 304 17 17,,,,,,,,,,,,,,,,,3,Chemin de la Madeleine,Granges-Paccot,1763,,,,,,,1,2022-02-17T23:38:18Z,POINT (2577825.327817858 1186289.9470013615),,node
police_point.9515189639,9515189639,police,Polizeiposten Gemeindepolizei Geroldswil,,,,,,,,,+41 44 749 32 17,,,,,,,,,,KomPol Geroldswil,,,,,,,34,Huebwiesenstrasse,Geroldswil,8954,,,,,,,2,2022-07-07T10:59:16Z,POINT (2673296.102873045 1252810.480962476),,node
police_point.9515213868,9515213868,police,Polizeiposten Gemeindepolizei Kilchberg,Gemeinde Kilchberg,,,,,,,,+41 44 716 32 99,,,,,,,,,,KomPol Kilchberg,,,,,,,110,Alte Landstrasse,Kilchberg (ZH),8802,,,,,,,3,2024-09-24T17:22:43Z,POINT (2683642.5165150403 1242110.1594152828),,node
police_point.9515249042,9515249042,police,Kommando Kantonspolizei Appenzell Ausserrhoden,Kantonspolizei Appenzell Ausserrhoden,,,,,,,,+41 71 343 65 75,,,,,,,,yes,,,,,,,,,1,Schützenstrasse,Herisau,9100,,,,,,,2,2023-08-04T17:06:42Z,POINT (2739102.987156627 1250226.7954294276),,node
police_point.9515252556,9515252556,police,Polizeiposten KomPol Ronn (Rümlang/Oberglatt/Niederhasli/Niederglatt),,,,,,,,,+41 44 852 37 17,,,,,,,,yes,,KomPol Ronn,,,,,,,8,Rümlangstrasse,Oberglatt,8154,,,,,,,5,2026-03-30T08:19:37Z,POINT (2681563.289901387 1258943.9932712677),,node
police_point.9515297217,9515297217,police,Police Cantonale Vaudoise,Police Cantonale Vaudoise,,,,,,,,+41 21 644 44 44,,,,,,,24/7,,,,,,,,,,101,Route de la Blécherette,Le Mont-sur-Lausanne,1052,,,,,,,3,2023-08-17T11:29:42Z,POINT (2537708.9273465164 1155905.0765164285),,node
police_point.9515306314,9515306314,police,Polizeiposten Rafzerfeld,Kantonspolizei Zürich,,,,,,,,+41 58 648 62 30,,,,,,,,,,,,,,,,,5,Signalstrasse,Hüntwangen,8194,,,,,,,5,2025-03-18T13:14:37Z,POINT (2680877.503197169 1270607.6001028388),,node
police_point.9515320387,9515320387,police,Polizeiposten GemeindepolizeiStäfä,Gemeinde Stäfä,,,,,,,,+41 44 928 77 77,,,,,,,,,,KomPol Stäfä,,,,,,,16,Goethestrasse,Stäfa,8712,,,,,,,2,2022-07-07T11:02:00Z,POINT (2697287.875191317 1233046.4353882351),,node
police_point.9515341016,9515341016,police,Polizeiposten Stadtpolizei Opfikon,Stadt Opfikon,,,,,,,,+41 44 829 83 00,,,,,,,,,,KomPol Opfikon,,,,,,,25,Oberhauserstrasse,Opfikon,8152,,,,,,,1,2022-02-18T02:06:39Z,POINT (2685113.6170227304 1254162.1339547236),,node
police_point.9515398437,9515398437,police,Polizeiposten Gemeindepolizei Rüschlikon,Gemeinde Rüschlikon,,,,,,,,+41 44 724 72 02,,,,,,,,,,KomPol Rüschlikon,,,,,,,29,Pilgerweg,Rüschlikon,8803,,,,,,,4,2025-05-07T21:59:30Z,POINT (2684448.5121589224 1240288.4556415733),,node
police_point.9515430070,9515430070,police,Kommando Kantonspolizei Wallis,Kantonspolizei Wallis,,,,,,,,+41 27 326 56 56,,,,,,,,,,Kapo,,,,,,,69,Avenue de France,Sion,1950,,,,,,,2,2022-07-05T20:27:13Z,POINT (2592997.2784979045 1119640.1472638207),,node
police_point.9515430216,9515430216,police,Kommando Kantonspolizei St. Gallen,Kantonspolizei St. Gallen,,,,,,,,+41 58 229 49 49,,,,,infokapo@kapo.sg.ch,,,,,Kapo,,,,,,,12,,St.Gallen,9001,,,,,,,4,2024-06-12T19:27:02Z,POINT (2746417.0643317453 1254364.5108940327),,node
police_point.9515479809,9515479809,police,Polizeiposten Gemeindepolizei Uetikon am See,Gemeinde Uetikon am See,,,,,,,,+41 44 922 72 30,,,,,polizei@uetikonamsee.ch,,,,,KomPol Uetikon am See,,,,,,,90,Bergstrasse,Uetikon am See,8707,,,,,,,2,2022-07-07T11:03:21Z,POINT (2693792.7580619487 1235389.9006615654),,node
police_point.9515482541,9515482541,police,Polizeiposten Gemeindepolizei Uitikon Waldegg,Gemeinde Uitikon,,,,,,,,+41 44 200 15 17,,,,,polizei@uitikon.org,,,,,KomPol Uitikon,,,https://kompol-zh.ch/index.php/ihre-polizei/dienststellen-kompol-zh/dienststellen-bezirk-dietikon/dienststellen-uitikon-waldegg,,,,55,Zürcherstrasse,Uitikon Waldegg,8142,,,,,,,3,2023-09-04T12:18:24Z,POINT (2676666.8466837346 1247060.3552244587),,node
police_point.9515521060,9515521060,police,Polizeiposten Stadtpolizei Wallisellen,Stadt Wallisellen,,,,,,,,+41 44 832 61 50,,,,,,,,,,KomPol Wallisellen,,,,,,,9,Zentralstrasse,Wallisellen,8304,,,,,,,3,2025-12-05T10:21:17Z,POINT (2687101.4812952303 1252410.705312986),,node
police_point.9518260229,9518260229,police,Polizeiposten Gemeindepolizei Zollikon,Gemeinde Zollikon,,,,,,,,+41 44 391 44 11,,,,,,,,,,KomPol Zollikon,,,,,,,10,Bergstrasse,Zollikon,8702,,,,,,,3,2025-10-10T05:55:19Z,POINT (2685897.4912806535 1243911.3230241043),,node
police_point.9537450404,9537450404,police,Polizia Cümünela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,1,2022-02-26T17:12:48Z,POINT (2778830.1205517165 1144819.5651044194),,node
police_point.9551458168,9551458168,police,Police cantonale,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,2,2022-03-06T14:55:52Z,POINT (2606601.685219168 1126577.4804782092),,node
police_point.9597419147,9597419147,police,"Sicherheitskontrollen Passagiere und Staff (GAC, General Aviation Center))",,,,,,,,,,,,,,,,Mo-Su 04:30-23:00,yes,Siko,Passagier und Staff Sicherheitskontrolle (GAC),,,,,,,,,,,,,,,,,3,2025-08-23T10:40:18Z,POINT (2685602.295277837 1256469.5504110944),,node
police_point.9597456361,9597456361,police,"Sicherheitskontrolle Crew (Operation Center, OPC)",,,,,,,,,,,,,,,,Mo-Su 05:00-22:30,yes,Siko,Staff Siko OPC,,,,,,,,,,,,,,,,,4,2025-08-23T10:33:38Z,POINT (2684943.3120008213 1256570.6716867967),,node
police_point.9597501885,9597501885,police,Sicherheitskontrollen Passagiere und Staff (BAC),,,,,,,,,,,,,,,,Mo-Su 04:30-22:45,yes,Siko,Passagier und Staff Sicherheitskontrollen (BAC),,,,,,,,,,,,,,,,,3,2025-08-23T10:41:45Z,POINT (2685617.727468719 1256983.9022316888),,node
police_point.9657674554,9657674554,police,Polizia Cantonale dei Grigioni - Castasegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-03-13T06:04:30Z,POINT (2759798.9931362714 1133457.1503620718),,node
police_point.9657674569,9657674569,police,Comando Stazione Carabinieri Villa di Chiavenna,Arma dei Carabinieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2022-07-14T14:47:14Z,POINT (2759678.4502511653 1133431.2758095667),,node
police_point.9657674570,9657674570,police,"Reparto di Supporto Tecnico, Logistico e Amministrativo Guardia di Finanza Villa di Chiavenna",Guardia di Finanza,,,,,,,,,,,,,,,,,,,,,,,,,27,Via Dogana,Villa di Chiavenna,23029,,,,,,,2,2022-07-29T13:23:04Z,POINT (2759710.936556391 1133439.8859016367),,node
police_point.9694682463,9694682463,police,Police aux Frontières,,,,,,,,,,,,,,,,,,,,,,,,,,1286,Route de Meyrin,Prévessin-Moëns,01280,,,,,,,2,2024-10-15T17:46:40Z,POINT (2492843.9573850497 1121345.9712034236),,node
police_point.9748423421,9748423421,police,Polizeiposten Niederglatt,Kantonspolizei Zürich,,,,,,,,+41 44 852 20 00,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",,,Kapo Niederglatt,,,,,,,14,Sonnenbergstrasse,Niederglatt,8172,,,,,,,2,2025-06-08T15:15:55Z,POINT (2680014.6648114068 1260437.643612157),,node
police_point.9803867102,9803867102,police,Gendarmerie Echallens,,,,,,,,,+41 21 557 98 21,,,,,,,Mo 07:30-12:00; Th 15:00-19:00,,,,,,,,,,10a,Place du Château,Echallens,1040,,,,,,,4,2022-12-24T05:36:01Z,POINT (2538122.0526802684 1165869.086980343),,node
police_point.9806615676,9806615676,police,Polizia Stabio,,,,,,,,,+41 91 641 69 80,,,,,polizia@stabio.ch,,"Mo-Fr 09:00-10:00,14:00-15:00; Sa-Su off",yes,,,,,,,,,,,,,,,,,,,2,2025-07-29T10:48:08Z,POINT (2716933.3588615805 1078689.4721696335),,node
police_point.9840972441,9840972441,police,Gendarmerie,,,,,,,,,+41245577821,,,,,aigle.gdm@vd.ch,,Mo 13:00-17:00; Fr 07:30-12:00,yes,,,,,https://www.vd.ch/toutes-les-autorites/departements/departement-de-lenvironnement-et-de-la-securite-des/police-cantonale-vaudoise-polcant/,,,,11,Rue du Rhône,Aigle,1860,,,,,,,2,2024-11-07T13:48:55Z,POINT (2563660.230326093 1129650.2959832968),,node
police_point.9878426020,9878426020,police,Verkehrspolizei Appenzell Ausserrhoden,Kantonspolizei Appenzell Ausserrhoden,,,,,,,,+41713436605,,,,,,,,,,,,,https://ar.ch/verwaltung/departement-inneres-und-sicherheit/kantonspolizei/organisation/regional-und-verkehrspolizei/polizeiposten-im-mittelland/#c32836,,,,5a,Landsgemeindeplatz,,9043,,,,,,,5,2025-10-31T07:13:03Z,POINT (2752928.661701658 1252809.0419353603),,node
police_point.9985481012,9985481012,police,Polizeiposten Stadtpolizei Adliswil,Stadt Adliswil,,,,,,,,+41 41 711 78 11,,,,,polizei@adliswil.ch,,"Mo 08:00-11:30, 13:30-18:30; Tu-Th 08:00-11:30, 13:30-16:00; Fr 07:00-15:00",,,KomPol Adliswil,,,,,,,,,,,,,,,,,2,2024-08-31T23:26:24Z,POINT (2682336.8095856663 1240760.23526953),,node
police_point.9985481015,9985481015,police,Kapo ZH - Posten Adliswil,Kantonspolizei Zürich,,,,,,,,+41 41 711 81 11,,,,,,,,,Kapo ZH,Kantonspolizei Zürich,,,,,,,,,,,,,,,,,4,2025-09-29T16:44:02Z,POINT (2682340.636347487 1240770.017567595),,node
police_point.10102831646,10102831646,police,Polizeiposten Schiers,,,,,,,,,+41 81 257 78 80,,,,,,,,,,,,,,,,,42a,Dorfstrasse,Schiers,7220,,,,,,,1,2022-10-15T09:56:01Z,POINT (2771112.635806594 1204499.6366410486),,node
police_point.10151365287,10151365287,police,Stützpunkt Wettingen,Regionalpolizei Wettingen-Limmattal,,,,,,,,+41 56 417 92 00,,,,,wettingen.posten@repol.ag.ch,,"Mo 08:30-11:30,13:30-18:30; Tu-Fr 08:30-11:30,13:30-16:00; PH off",,,,,,https://www.repol-wettingen-limmattal.ch,,,,,,,,,,,,,,2,2024-12-12T17:58:19Z,POINT (2666933.3862791243 1257650.4485174126),,node
police_point.10199636331,10199636331,police,Polizeiposten Seuzach,Kantonspolizei Zürich,,,,,,,,+41 52 320 04 04,,,,,,,,,,Kapo Seuzach,,,,,,,11,Stationsstrasse,Seuzach,8472,,,,,,,1,2022-11-18T14:01:31Z,POINT (2697379.4826696175 1265907.2576473446),,node
police_point.10214321198,10214321198,police,Sécurité municipale,,,,,,,,,,,,,,,,"Mo, Th-Fr 14:00-15:00, Tu-We 08:00-09:00; Sa, Su, PH off",,,,,,,,,,,,,,,,,,,,3,2025-10-26T16:21:06Z,POINT (2530193.7388899513 1152234.3206683993),,node
police_point.10226390784,10226390784,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022-11-29T20:04:01Z,POINT (2721871.8346108743 1224067.5566033004),,node
police_point.10296642245,10296642245,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022-12-31T11:21:14Z,POINT (2575374.500776831 1197493.131398483),,node
police_point.10296834348,10296834348,police,Poste de police,Police Neuchâteloise de proximité,,,,,,,,+41 32 889 62 24,,,,,,,,,,,,,,,,,1-3,Avenue du Collège,Boudry,2017,,,,,,,3,2023-12-27T12:14:33Z,POINT (2554301.490567324 1200021.2823256743),,node
police_point.10302656516,10302656516,police,Poste de police municipale des Acacias,Ville de Genève,,,,,,,,+41 22 418 62 62,,,,,policemunicipale.acacias@ville-ge.ch,,Mo-Fr 09:00-17:00,yes,,,,,https://www.geneve.ch/fr/poste-police-municipale-acacias,,,,36,Route des Acacias,Carouge GE,1227,,,,,,,3,2026-03-05T22:45:28Z,POINT (2499290.036122282 1116275.136455721),,node
police_point.10311416461,10311416461,police,Gemeindepolizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-01-06T16:32:24Z,POINT (2608729.1593848453 1262077.7838454146),,node
police_point.10678957113,10678957113,police,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Städtli,Wangen an der Aare,3380,,,,,,,2,2023-03-30T06:34:48Z,POINT (2616335.749640364 1231738.4209607062),,node
police_point.10821412442,10821412442,police,Airport Authority,,,,,,,,,+41 43 816 21 11,,,,,rampsafety@zurich-airport.com,,24/7,no,,,,,,,,,,,,,,,,,,,1,2023-04-18T08:53:31Z,POINT (2684730.397704314 1255930.9429206422),,node
police_point.10975464016,10975464016,police,Police Nyon Région,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,1,2023-06-13T22:40:47Z,POINT (2506255.7320042187 1137731.2046744253),,node
police_point.10975464017,10975464017,police,Gendarmerie,Etat de Vaud,,,,,,,,,,,,,,,24/7,,,,,,,,,,,Route de Divonne,Nyon,1260,,,,,,,1,2023-06-13T22:40:47Z,POINT (2506265.3691369197 1137728.519892976),,node
police_point.11115698130,11115698130,police,Police Cantonale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-08-15T06:28:21Z,POINT (2551213.7692252262 1138108.4824214438),,node
police_point.11235907641,11235907641,police,Polizeiposten Bettingen,,,,,,,,,+41 61 601 20 49,,,,,,,,,,,,,https://www.polizei.bs.ch/im-quartier/polizeiwachen-polizeiposten/polizeiposten-bettingen.html,,,,88,Hauptstrasse,,,,,,,,,1,2023-10-03T13:28:19Z,POINT (2617048.7593611674 1268932.2303340929),,node
police_point.11341371180,11341371180,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-11T14:44:07Z,POINT (2560532.0375438333 1138586.7825317876),,node
police_point.11345348547,11345348547,police,Police cantonale,République et Canton du Jura,,,,,,,,,,,,,,,,yes,,,,,,,,,2,Rue Achille-Merguin,Porrentruy,2900,,,,,,,2,2023-11-13T18:43:09Z,POINT (2572413.9700815827 1251738.4802195525),,node
police_point.11459437418,11459437418,police,Poste de police,Police Neuchâteloise de proximité,,,,,,,,+41 32 889 10 17,,,,,,,,,,,,,,,,,2,Rue du Grenier,Fleurier,2114,,,,,,,2,2024-11-30T15:16:27Z,POINT (2534634.0003470653 1194998.7739706251),,node
police_point.11459791418,11459791418,police,Seepolizei Brienzersee,Kantonspolizei Bern,,,,,,,,+41 31 638 76 76,,,,,,,,,,,,,,,,,28,Wychelstrasse,Matten bei Interlaken,3800,,,,,,,2,2024-03-31T22:45:59Z,POINT (2632109.8853023075 1169960.8824699395),,node
police_point.11459791419,11459791419,police,Seepolizei Wohlensee,Kantonspolizei Bern,,,,,,,,+41 31 638 82 90,,,,,,,,,,,,,,,,,2,Schulstrasse,Hinterkappelen,3032,,,,,,,1,2023-12-27T15:42:36Z,POINT (2595480.6297329417 1201857.106745436),,node
police_point.11580213751,11580213751,police,Protection Civile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-02-02T21:32:55Z,POINT (2576077.7725567147 1146960.6738081384),,node
police_point.11649594480,11649594480,police,Police Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-21T16:43:54Z,POINT (2500502.986325751 1118949.8190113276),,node
police_point.12212376806,12212376806,police,Post da polizia Zernez,Polizia chantunala,,,,,,,,+41 81 257 66 90,,,,,ppzernez@kapo.gr.ch,,"Mo-Fr 06:30-12:00,14:00-18:00; PH closed",limited,,,,,,,,,,,,,,,,,,,2,2024-10-01T07:42:56Z,POINT (2802957.1676009926 1175433.7737205785),,node
police_point.12218654542,12218654542,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-10-03T12:24:21Z,POINT (2621228.631505929 1237197.5035034737),,node
police_point.12243739091,12243739091,police,Kantonspolizei Graubünden,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-17:45",,,,,,,,,,5,Obere Stallstrasse,Thusis,7430,,,,,,,1,2024-10-11T10:28:31Z,POINT (2752955.9857261768 1173497.0212407582),,node
police_point.12288468179,12288468179,police,,,,,,,,,,,,,,,,,,,,,,,,,,,5a,Im Kehl,Baden,5400,,,,,,,3,2025-01-21T13:40:17Z,POINT (2663900.3447780493 1257459.5927311443),,node
police_point.12288468716,12288468716,police,,,,,,,,,,,,,,,,,,,,,,,,,,,5b,Im Kehl,Baden,5400,,,,,,,3,2025-01-21T13:40:17Z,POINT (2663875.1771571636 1257430.1109558013),,node
police_point.12479122418,12479122418,police,Polizei,Kantonspolizei Basel-Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-05-08T17:16:07Z,POINT (2611455.4421657454 1266289.4776178407),,node
police_point.12645856895,12645856895,police,Aussenposten Regionalpolizei Zofingen,,,,,,,,,,,,,,,,,,,,,,https://www.schoeftland.ch/polizei,,,,,,,,,,,,,,1,2025-03-08T18:41:32Z,POINT (2646278.2808966367 1239398.5664342642),,node
police_point.12706747118,12706747118,police,Polizeiposten Rickenbach,Kantonspolizei Thurgau,,,,,,,,+41 58 345 23 70,,,,,,,"""nach Vereinbarung""",,,,,,,,,,21,Wilenstrasse,Rickenbach bei Wil,9532,,,,,,,4,2025-11-04T15:56:29Z,POINT (2721295.4642423126 1256758.4270839887),,node
police_point.12836806849,12836806849,police,Polizia Torre di Redde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-05-14T12:09:52Z,POINT (2718185.6637099823 1102786.3657976429),,node
police_point.12847610051,12847610051,police,,Kantonspolizei Zürich,,,,,,,,,,,,,,,,,,,,,,,,,3a,Embraport,Embrach,8424,,,,,,,1,2025-05-18T20:02:10Z,POINT (2686967.0209490494 1263488.3466121785),,node
police_point.12850275802,12850275802,police,Police municipale,,,,,,,,,,,,,,,,,,,,,,,,,,2a,Avenue du Cimetière,,1213,,,,,,,1,2025-05-20T06:34:20Z,POINT (2497961.4521917803 1117039.8091706538),,node
police_point.12880178941,12880178941,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-07-12T17:38:34Z,POINT (2603591.735762408 1197788.5956694374),,node
police_point.12944461948,12944461948,police,Police Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,35,Chemin du Vieux-Vésenaz,,,,,,,,,2,2025-08-03T15:04:13Z,POINT (2504281.3262099065 1121604.6971317374),,node
police_point.13037163642,13037163642,police,Police locale,,,,,,,,,,,,,,,,"Mo,Tu,Th 07:30-11:30,14:00-17:00; We 07:30-17:00; Fr 07:30-11:30,14:00-16:00",,,Police locale FR Tory,,,https://www.ville-fribourg.ch/police-locale,,,,,,,,,,,,,,2,2025-07-30T11:46:41Z,POINT (2578137.4417763124 1184658.3418512235),,node
police_point.13061349717,13061349717,police,Police municipale de Meyrin,,,,,,,,,,,,,,,,,,,,,,,,,,13,Avenue de Vaudagne,Meyrin,1217,,,,,,,1,2025-08-10T07:45:57Z,POINT (2494653.9382779677 1120837.2195361962),,node
police_point.13065053633,13065053633,police,Taxibüro / ARV Kontrolle,Stadtpolizei Zürich,,,,,,,,,,,,,,,,,,,,,,,,,1,Bahnhofbrücke,Zürich,8001,,,,,,,3,2026-04-20T17:54:21Z,POINT (2683344.214180763 1247857.0909119842),,node
police_point.13142238983,13142238983,police,PSP Oberengadin-Bergell,,,,,,,,,+41 81 257 76 80,,,,,,,,,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/ueberuns/standort/Seiten/PSP_Samedan.aspx,,,,,,,,,,,,,,1,2025-09-14T09:16:22Z,POINT (2786730.746794888 1156150.836979291),,node
police_point.13175356919,13175356919,police,Stadtpolizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-09-27T14:35:27Z,POINT (2575431.8189942506 1197517.3077977495),,node
police_point.13208089958,13208089958,police,Guardia di Finanza,Guardia di Finanza,,,,,,,,,,,,,,,,,,,,,,,,,13,Località Palone,Dumenza,,,,,,,,1,2025-10-11T07:20:05Z,POINT (2704821.5181802567 1095774.8912924528),,node
police_point.13448971644,13448971644,police,Regionalpolizei Visp,,,,,,,,,,,,,,,,,,,,,,https://www.visp.ch/de/gemeinde-visp/oeffentliche-sicherheit/regionalpolizei,,,,,,,,,,,,,,1,2026-01-11T21:46:49Z,POINT (2634138.9111815128 1126512.4115673709),,node
police_point.13604092131,13604092131,police,Rheinpolizei,Kantonspolizei Basel-Stadt,,,,,,,,,+41 61 681 03 88,,,,,rheinpolizei@jsd.bs.ch,"Tu,Th,Fr 07:30-16:00; We 07:30-18:00",,,,,,https://www.bs.ch/jsd/polizei/fuer-ihre-sicherheit/im-verkehr/rheinpolizei,,,,,,,,,,,,,,1,2026-02-26T22:11:15Z,POINT (2611380.2269051685 1267920.9181394326),,node
police_point.13727900693,13727900693,police,,,,,,,,,,,,,,,,,,,,,,,https://infocarabinieri.com/carabinieri-campione-ditalia/,,,,,,,,,,,,,,1,2026-04-13T15:57:03Z,POINT (2718808.368890943 1091834.988822095),,node
